id	sentence	e1_mention	e2_mention	relation
722_SECTIME105	 Has low grade fever since chemo but otherwise ROS was neg for shaking chills , chest pain , SOB , coughing , constipation , diarrhea , tarry stools , abd pain .Admission Date : 2013-10-27 Discharge Date : 2013-11-03 Service : MEDICINE History of Present Illness : 42 year old female with h/o cholangiocarcinoma dx in 2009 s/p resection , with recent CT showing met cholangiocarcinoma in 9/2004 .	[ROS | TEST]	[2013-10-27 | DATE]	Before
617_SECTIME45	 Her sister reports that the medication dose had been changed to 200 mg qam and 100 mg qpm in Theresa , and a review of her Union Hospital - North Shore Medical Center records indicates that this may have occurred in an urgent care appointment secondary to slurred speech and a recent fall and a non-trough level of 15.Admission Date : 2015-09-20 Discharge Date : 2015-09-30 Service : NEUROLOGY History of Present Illness : Ms.	[her Union Hospital - North Shore Medical Center | CLINICAL_DEPT]	[2015-09-20 | DATE]	Before
276_SECTIME12	Admission Date : 11/17/2003 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 65-year-old man with refractory CLL , status post non-myeloblative stem cell transplant approximately nine months prior to admission , and status post prolonged recent Retelk County Medical Center stay for Acanthamoeba infection of skin and sinuses , complicated by ARS due to medication toxicity , as well as GVHD and recent CMV infection , readmitted for new fever , increasing creatinine , hepatomegaly and fluid surge spacing , in the setting of hyponatremia 	[refractory CLL | PROBLEM]	[11/17/2003 | DATE]	Before
262_SECTIME65	 In the emergency room , his ultrasound showed mild hydronephrosis with new perinephric fluid surrounding the transplant kidney and hence , underwent a CT scan of his abdomen / pelvis which showed a large left-sided of retroperitoneal hemorrhage extending down to the level of the renal transplant possibly related to recent transplant biopsy .Admission Date : 2018-08-04 Discharge Date : 2018-08-16 Service : SURGERY History of Present Illness : This is a 32 year old male who was recently discharged from Mediplex Rehab Hospital and presents again to us with chief complaint of abdominal pain ( sudden onset left-sided abdominal pain ).	[new perinephric fluid | PROBLEM]	[2018-08-16 | DATE]	Before
617_SECTIME154	 Immunotyping was negative as well ( per verbal report ).Admission Date : 2015-09-20 Discharge Date : 2015-09-30 Service : NEUROLOGY History of Present Illness : Ms.	[Immunotyping | TEST]	[2015-09-30 | DATE]	Before
96_Sectime22	 She was put on Vicodin ES and Ultram with minimal relief .Admission Date : 11/17/2003 Discharge Date : 12/22/2003 HISTORY OF PRESENT ILLNESS : This is a 57-year-old female status post ERT with recurrence of a pelvic mass and resection at an outside hospital in 06/22 .	[Vicodin ES | TREATMENT]	[11/17/2003 | DATE]	Before
376_SECTIME39	 The patient also experienced a feeling of moving back and forth when lying down with neck extended during the magnetic resonance imaging study and also in bed .ADMISSION DATE : 05/08/95 DISCHARGE DATE : 05/14/95 HISTORY OF PRESENT ILLNESS : The patient is a 72-year-old right-handed gentleman with a history of coronary artery disease status post myocardial infarction in 1984 .	[a feeling of moving back and forth when lying down | PROBLEM]	[05/14/95 | DATE]	Before
68_Sectime89	 This was determined to be within the normal expected changes post surgery .Admission Date : 2010-08-26 Discharge Date : 2010-09-02 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : Mr.	[the normal | OCCURRENCE]	[2010-09-02 | DATE]	Before
186_Sectime41	 His wounds were dressed with antiointment and Xeroform with the plan to take him to the operating room for debridement under general anesthesia and application of artificial skin .Admission Date : 01/03/1997 Discharge Date : 01/07/1997 Discharge Date : 01/07/1997 HISTORY OF PRESENT ILLNESS : The patient is a 59 year old gentleman who experienced a flash burn from grease while working on a stove on the night prior to admission .	[antiointment | TREATMENT]	[01/07/1997 | DATE]	Before
72_SECTIME65	 Cardiovascular : Echocardiogram was checked to rule out CHF , showed LVH and trace TR , ejection fraction of 60% without any pulmonary hypertension .Admission Date : 06/26/2004 Discharge Date : 07/08/2004 HISTORY OF PRESENT ILLNESS : The patient is a 38-year-old gentleman , Spanish-speaking , from the Taheimpromong , with no significant past medical history , who presents with shortness of breath x 2 months as well as a dry cough x 1 month .	[pulmonary hypertension | PROBLEM]	[07/08/2004 | DATE]	Before
46_SECTIME67	 Blood pressure in the left arm demonstrated 125/89 , blood pressure in the right arm was 177/119 .Admission Date : 12/22/2000 Discharge Date : 01/01/2001 HISTORY OF PRESENT ILLNESS : The patient is an 80 female with a history of diastolic function and heart failure , hypertension and rheumatoid arthritis who presents from an outside hospital with presyncope .	[demonstrated | EVIDENTIAL]	[01/01/2001 | DATE]	Before
83_SECTIME101	 Intermitent delirium throughout admission .Admission Date : 2014-02-21 Discharge Date : 2014-03-25 Service : SURGERY History of Present Illness : Ms Crossman is an 84 year old female with complaints of abdominal pain , diarrhea , nausea and vomiting x 1 week , who presented to an outside hospital .	[admission | OCCURRENCE]	[2014-03-25 | DATE]	Before
317_TL77	 The infant did not require any blood transfusions during this hospital course . Discharge weight is 2040 gm , the head circumference is 32 cm and the length is 46 cm.	[this hospital course | OCCURRENCE]	[Discharge | OCCURRENCE]	Before
393_Sectime10	 During the test the patient experienced no chest pressure or pain or dyspnea and nuclear medical imaging was without evidence of ischemia .ADMISSION DATE : 08/05/98 DISCHARGE DATE : 08/07/98 HISTORY OF PRESENT ILLNESS : Miss Siehjesc is an 85-year-old woman with a past medical history significant for Parkinson 's Disease of ten years duration , supraventricular tachycardia , and a history of colon carcinoma , who was in her usual state of health until 11:30 on the morning of admission when she felt the acute on set of 5 out of 10 right sided chest pain with radiation to her sternum but not to her neck or arms or back .	[nuclear medical imaging | TEST]	[08/07/98 | DATE]	Before
332_Sectime52	 She was weaned down until she was maintaining her oxygen saturation above 90% on 6L by nasal cannuala .Admission Date : 2019-07-17 Discharge Date : 2019-07-27 Service : MEDICINE History of Present Illness : This is a 39 year-old female with a history of diabetes type I on an insulin pump , anemia , hypothyroidism , gastroparesis , GERD , who was transferred from Mediplex Rehab Hospital Hospital for further management of hypoxic respiratory failure .	[weaned down | OCCURRENCE]	[2019-07-27 | DATE]	Before
351_Sectime28	 Meanwhile , the patient  and apos;s eosinophilia was treated with a trial of prednisone .ADMISSION DATE : 4/28/93 DISCHARGE DATE : 5/15/93 HISTORY OF PRESENT ILLNESS : The patient is a 74 year old female with metastatic papillary carcinoma of the thyroid who presented to the Fairm of Ijordcompmac Hospital on 4/28/93 with progressive weakness , weight loss and shortness of breath .	[a trial of prednisone | TREATMENT]	[5/15/93 | DATE]	Before
462_SECTIME17	 HEMATOLOGY : The hematocrit on 05-12 was 48. Phototherapy was discontinued on 2018-05-14 , and a rebound bilirubin will be checked in the pediatrician 's office .	[The hematocrit | TEST]	[2018-05-14 | DATE]	Before
412_SECTIME29	 As there was no identified bacterial pathogen on any cultures , the patient was continued on the triple antibiotics for first several days of the hospitalization .Admission Date : 2015-07-12 Discharge Date : 2015-07-19 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : The patient is a 48 - year-old woman who was transferred from Shaugnessy-Kaplan Rehab Hospital .	[the triple antibiotics | TREATMENT]	[2015-07-19 | DATE]	Before
351_Sectime42	 She underwent autotransplantation of the right upper parathyroid gland , as well as repair of a right posterior membranous tracheotomy .ADMISSION DATE : 4/28/93 DISCHARGE DATE : 5/15/93 HISTORY OF PRESENT ILLNESS : The patient is a 74 year old female with metastatic papillary carcinoma of the thyroid who presented to the Fairm of Ijordcompmac Hospital on 4/28/93 with progressive weakness , weight loss and shortness of breath .	[a right posterior membranous tracheotomy | TREATMENT]	[5/15/93 | DATE]	Before
88_SECTIME29	 Overdose : - monitor on tele overnight - if HR drops , restart glucagon gtt - watch for BZD withdrawal , agitation Bipolar disorder : - appreciate CMED consult ; patient to be discharged to inpatient CMED facility once stable - suicide precautions Activity : OOB with assist FEN : house diet PPX : SC heparin , bowel regimen , nicotine patch CODE : full DISPO : transfer to inpatient CMED likely tomorrow.Admission Date : 2012-06-07 Discharge Date : 2012-06-09 Service : MEDICINE History of Present Illness : Mr.	[glucagon gtt | TREATMENT]	[2012-06-09 | DATE]	Before
351_Sectime53	 She continued to exhibit asymptomatic atrial fibrillation .ADMISSION DATE : 4/28/93 DISCHARGE DATE : 5/15/93 HISTORY OF PRESENT ILLNESS : The patient is a 74 year old female with metastatic papillary carcinoma of the thyroid who presented to the Fairm of Ijordcompmac Hospital on 4/28/93 with progressive weakness , weight loss and shortness of breath .	[asymptomatic atrial fibrillation | PROBLEM]	[5/15/93 | DATE]	Before
607_SECTIME303	 Over the course of the next few days the patient became more accustomed to her Flolan , and Flolan teaching was continued .Admission Date : 2014-12-03 Discharge Date : 2014-12-18 Service : Medicine HISTORY OF PRESENT ILLNESS : The patient is a 52 - year-old female with no known cardiopulmonary history who presented with a chief complaint of dyspnea on exertion as well as exertional chest tightness which was acute-on-chronic .	[her Flolan | TREATMENT]	[2014-12-18 | DATE]	Before
172_SECTIME93	 Pt was o/w in his USOH until 2-3 weeks ago when he developed a URI with symptoms of dry cough; no fever , chills , sore throat , myalgias .Admission Date : 2018-04-23 Discharge Date : 2018-05-01 Service : MEDICINE History of Present Illness : 95 yo male with PMH large right thyroid cystic mass eroding into trachea , who presented to St.	[fever | PROBLEM]	[2018-04-23 | DATE]	Before
282_TL28	 Over the past two weeks , pt has declined in status .Admission Date : 2011-12-17 Discharge Date : 2012-01-14 Service : NEUROLOGY History of Present Illness : 79 - year-old M recently diagnosed by biopsy with gliomatosis cerebri ( grade II astrocytoma ) in 8/04 , being treated with XRT , timidar .	[the past two weeks | DURATION]	[Admission | OCCURRENCE]	Before
527_SECTIME74	 On 03-02 at 10 am , the patient had an acutechange in mental status with bradycardia , hypertension , pinpoint pupils , decerebrate posturing and increased tone in bilateral upper extremities and unresponsiveness . The patient was terminally extubated on a morphine drip and ativan titrated for agonal breathing and discomfort ; scopolamine was used as an adjunct to control secretions and appeared comfortable when he died at 12:27 pm on 2017-03-04 .	[increased tone in bilateral upper extremities | PROBLEM]	[2017-03-04 | DATE]	Before
411_SECTIME28	 Vulvectomy : The patient on 2/8/90 underwent a right radical vulvectomy with excellent results and negative margins on frozen section .Admission Date : 02/08/1990 Discharge Date : 02/13/1990 HISTORY OF PRESENT ILLNESS : The patient is a 43-year-old gravida II para II white female referred by Dr.	[Vulvectomy | TREATMENT]	[02/13/1990 | DATE]	Before
253_SECTIME31	 Fluid , electrolytes and nutritions : The baby had been breast feeding ad lib in the Newborn Nursery .Admission Date : 2017-09-22 Discharge Date : 2017-09-27 Service : CMED CSRU HISTORY : Peggy Hammock is a full term baby boy born at 38 1/7 weeks by repeat cesarean section to a 34 year old gravida III , now para II mother .	[breast feeding ad lib | OCCURRENCE]	[2017-09-27 | DATE]	Before
747_SECTIME55	 She should have her chem 7 checked next week given the start of her new meds .Admission Date : 2015-10-05 Discharge Date : 2015-10-08 Service : MEDICINE History of Present Illness: The patient is a 91 yo woman with h/o HTN who came from Bridgewater State Hospital Rehab with substernal chest pain after exercise .	[her new meds | TREATMENT]	[2015-10-08 | DATE]	Before
802_SECTIME25	 was initially admitted to CCU on 2017-09-03 , transferred to Pendleton on 2017-09-05 , triggered on 2017-09-10 for hypotension with BP 67/38 and transferred back to CCU on 2017-09-10 .Admission Date : 2017-09-03 Discharge Date : 2017-10-10 Service : MEDICINE History of Present Illness : 70 y/o male with h/o CAD s/p LAD PTCA 33 yrs ago , COPD , T2DM , and AICD pocket infection who presented to the Juan on 2017-09-03 with worsening SOB x 5 days and feeling ' cloudy .	[transferred | OCCURRENCE]	[2017-10-10 | DATE]	Before
752_SECTIME0	Admission Date : 2015-06-05 Discharge Date : 2015-06-10 Service : Neonatology HISTORY : The patient is a 1,770 gram male infant born by stat cesarean section for fetal bradycardia at 30-6/7 weeks gestation to a 29-year-old gravida 3 , para 0 now 1 mother 	[stat cesarean section | TREATMENT]	[2015-06-05 | DATE]	Before
276_SECTIME18	 Patient was hospitalized September 26 to November 11 for what was diagnosed by skin biopsy and sinus washings as Acanthamoeba infection of skin and sinuses , without any progression to neurologic infection ( as assessed by head CT and MRI ) .Admission Date : 11/17/2003 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 65-year-old man with refractory CLL , status post non-myeloblative stem cell transplant approximately nine months prior to admission , and status post prolonged recent Retelk County Medical Center stay for Acanthamoeba infection of skin and sinuses , complicated by ARS due to medication toxicity , as well as GVHD and recent CMV infection , readmitted for new fever , increasing creatinine , hepatomegaly and fluid surge spacing , in the setting of hyponatremia .	[head CT | TEST]	[11/17/2003 | DATE]	Before
433_Sectime14	 His hemoglobin A1C levels actually came back within normal limits , however , the wide excursions of his sugars were consistent with possible diabetes .Admission Date : 02/04/1990 Discharge Date : 02/12/1990 HISTORY OF PRESENT ILLNESS : The patient is a 52-year-old right handed male with a many year history of bilateral shoulder pain , right greater than left .	[the wide excursions | PROBLEM]	[02/12/1990 | DATE]	Before
697_SECTIME38	 She tolerated the procedure well , see op report for details .Admission Date : 2015-04-16 Discharge Date : 2015-04-24 Service : SURGERY History of Present Illness : This 78 year old Mexican speaking female presented to the emergency department on 2015-04-16 .	[tolerated | OCCURRENCE]	[2015-04-24 | DATE]	Before
263_SECTIME51	 The symptoms were associated with diaphoresis and shortness of breath but no nausea or vomiting .Admission Date : 2015-03-16 Discharge Date : 2015-03-19 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : The patient is an 82 - year-old male with a history of hypertension , remote tobacco abuse , chronic renal insufficiency , and a history of a TIA who was in his usual state of health until five nights prior to admission when he awoke at midnight with severe epigastric pain radiating to both arms .	[shortness of breath | PROBLEM]	[2015-03-19 | DATE]	Before
236_SECTIME131	 In November , 1997 she had a small myocardial infarction as was transferred to Ona Hospital where a cardiac catheterization showed a tight left internal mammary artery to left anterior descending stenosis , high grade saphenous vein graft to obtuse marginal 1 stenosis and patent obtuse marginal 2 graft .ADMISSION DATE : 08/15/1998 DISCHARGE DATE : 08/22/1998 DISCHARGE DATE : 08/22/1998 HISTORY OF PRESENT ILLNESS : Breunlinke is a 70-year-old patient of Dr.	[a small myocardial infarction | PROBLEM]	[08/15/1998 | DATE]	Before
227_SECTIME213	 ## Hypoxia: The patient on admission was requiring 3 L NC in the setting of receiving 2L NS and chest film which demonstrated pulmonary congestion .Admission Date : 2014-11-29 Discharge Date : 2014-12-05 Service : MEDICINE History of Present Illness : 47 yo F w/ h/o steroid-induced hyperglycemia , SLE w/ h/o pericarditis , transverse myelitis w/ paraplegia and neurogenic bladder s/p urostomy w/ ileal conduit , h/o ureteropelvic stone and urosepsis , and h/o RLE DVT a/w F 2014-11-29 transferred to CMED 2014-11-30 for hypotn resistant to IVFs and stress steroids .	[2L NS | TREATMENT]	[2014-12-05 | DATE]	Before
512_SECTIME25	 Pizano is a 75 y/o man who has a PMHx significant for Enterococcus mitral valve endocarditis which has been treated since 09-19 .Admission Date : 2019-02-28 Discharge Date : 2019-03-26 Service : CARDIOTHORACIC History of Present Illness : Mr.	[Enterococcus mitral valve endocarditis | PROBLEM]	[2019-02-28 | DATE]	Before
637_SECTIME10	 She was admitted to the trauma ICU .Admission Date : 2013-03-27 Discharge Date : 2013-04-01 Service : NEUROSURGERY Allergies : History of Present Illness : 58 yo female s/p high speed MVC .	[the trauma ICU | CLINICAL_DEPT]	[2013-04-01 | DATE]	Before
107_Sectime4	 She had a strong popliteal doppler pulse intraoperatively and good PVR on the right postoperatively .ADMISSION DATE : 02/01/2000 DISCHARGE DATE : 02/08/2000 HISTORY OF PRESENT ILLNESS : This patient is an seventy eight year old female with history of peripheral vascular disease who is status post above knee to fem pop bypass graft with 6 millimeter PTFE .	[popliteal doppler pulse | TEST]	[02/08/2000 | DATE]	Before
1_Sectime5	 On the third hospital day , she did have some pain and was treated with Percocet .Admission Date : 09/29/1993 Discharge Date : 10/04/1993 HISTORY OF PRESENT ILLNESS : The patient is a 28-year-old woman who is HIV positive for two years .	[some pain | PROBLEM]	[10/04/1993 | DATE]	Before
777_SECTIME55	 During ER evaluation pt was noted to have some degree of dyspnea as well as mental status changes , including loss of short term memory and brief unresponsive period after one dose of IV Benadry and steroids prior to CT scan .Admission Date : 2018-05-24 Discharge Date : 2018-05-29 Service : CARDIOTHORACIC History of Present Illness : s/p AVR 05-14 .	[evaluation | TEST]	[2018-05-29 | DATE]	Before
68_Sectime135	 He was transferred to Medicine the morning of 2010-08-30 , for continued medical management post surgery .Admission Date : 2010-08-26 Discharge Date : 2010-09-02 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : Mr.	[surgery | TREATMENT]	[2010-09-02 | DATE]	Before
617_SECTIME73	 Brief Hospital Course : 53 yo woman with h/o seizure disorder , demyelinating disease , and brain injury , presents with prolonged seizure , now unresponsive with persistent twitching of right arm and face .Admission Date : 2015-09-20 Discharge Date : 2015-09-30 Service : NEUROLOGY History of Present Illness : Ms.	[demyelinating disease | PROBLEM]	[2015-09-30 | DATE]	Before
817_SECTIME88	 Atrial fibrillation - The patient 's Digoxin had been weaned off prior to his admission .Admission Date : 2012-04-20 Discharge Date : 2012-05-01 Service : Medicine HISTORY OF PRESENT ILLNESS : This is a 59 year old male with a past medical history significant for an atrioseptal defect repair at age 18 , congestive heart failure with an ejection fraction of 45% and a recent cardiac myocardial infarction , pulmonary hypertension and mitral regurgitation , and atrial fibrillation .	[his admission | OCCURRENCE]	[2012-05-01 | DATE]	Before
83_TL183	 Post-operatively she began on TF s, and the TPN was weaned down . TF goals were achieved and TPN dc 'ed.	[TF | TREATMENT]	[TF goals | OCCURRENCE]	Before
122_Sectime4	 For blood pressure control she was maintained on metoprolol at the request of her primary care physician and enalapril was discontinued .ADMISSION DATE : 05/09/2004 DISCHARGE DATE : 05/16/2004 HISTORY OF PRESENT ILLNESS : The patient is an 84-year-old woman with a history of diverticulitis who was found to have colon cancer on colonoscopy , which was performed in March of 2004 .	[metoprolol | TREATMENT]	[05/16/2004 | DATE]	Before
587_Sectime110	 Was most likely due to multiple drugs administered during the episode including Demerol .Admission Date : 2015-11-22 Discharge Date : 2015-11-27 Service : CMED CCU-GREEN HISTORY OF PRESENT ILLNESS : The patient is a 73 year old male with a recent history of paroxysmal atrial fibrillation and hypercholesterolemia who presented to the Emergency Department with the chief complaint of syncope .	[the episode | PROBLEM]	[2015-11-27 | DATE]	Before
162_SECTIME14	 No murmur on exam .Admission Date : 2015-09-14 Discharge Date : 2015-09-19 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 3285 gm infant born at 37 5/7 weeks to a 21 year old G3 P1 now 2 mother with prenatal screens as follows : O positive , antibody negative , hepatitis B surface antigen negative , RPR nonreactive , GBS negative .	[murmur | PROBLEM]	[2015-09-19 | DATE]	Before
293_SECTIME27	 At the same time the patient was seen in consultation by the Infectious Disease Service who upon culturing the patient 's sternal drainage switched the patient from intravenous Unasyn to Levofloxacin for what appeared to be Citrobacter and Diphtheroids in the wound cultures .ADMISSION DATE : 08/24/1998 DISCHARGE DATE : 09/14/1998 ASSOCIATED PROCEDURES : 09/02/98 sternal debridement .	[culturing | TEST]	[08/24/1998 | DATE]	Before
612_SECTIME25	 He characterized this headache as the worst headache of his life and had associated nausea and vomiting times one .Admission Date : 2014-08-07 Discharge Date : 2014-08-09 Service : NEUROSURG HISTORY OF PRESENT ILLNESS : This is a 56 - year-old man without any significant past medical history who presented to the emergency room after the sudden onset of headache while he was riding a bicycle .	[the worst headache | PROBLEM]	[2014-08-07 | DATE]	Before
607_TL284	 However , near the end of her hospitalization the patient began describing increased urinary frequency which persisted once her Foley catheter was removed 	[increased urinary frequency | PROBLEM]	[describing | EVIDENTIAL]	Before
732_SECTIME140	 He denied any seizure activity , loss of consciousness , incontinence , shortness of breath , fevers , or chills , chest pain , change in urinary or bowel habits , or suicidal ideation .Admission Date : 2010-08-30 Discharge Date : 2010-08-31 Service : MEDICINE HISTORY OF THE PRESENT ILLNESS : This is a 33 - year-old Asian-Caucasian male with a history of Type 1 diabetes , asthma , alcohol abuse , and personality disorder / depression admitted on 2010-08-28 for persistent hypoglycemia .	[chills | PROBLEM]	[2010-08-30 | DATE]	Before
502_SECTIME60	 he was found to have a perforated sigmoid diverticulum .Admission Date : 2012-05-24 Discharge Date : 2012-06-19 Service : NEUROSURGERY History of Present Illness : 57 yo right handed male with seizure history since 1988 , s/p craniotomies x 3 ( most recently 05-05 ) for oligodendroglioma .	[a perforated sigmoid diverticulum | PROBLEM]	[2012-06-19 | DATE]	Before
592_TL8	 There was spontaneous onset of labor progressing through vacuum assisted vaginal delivery under epidural anesthesia . In the Newborn Nursery , he initially had a caput which increased in the amount of swelling and bruising in the subsequent 24 hours .	[spontaneous onset of labor | OCCURRENCE]	[born | OCCURRENCE]	Before
502_TL35	 He was diagnosed by biopsy with oligodendroglioma , and gross total resection by Dr. He had a repeat total resection in 4/04 by Dr.	[gross total resection | TREATMENT]	[a repeat total resection | TREATMENT]	Before
127_SECTIME77	 # h/o DVT/PE : Coumadin was initially held .Admission Date : 2012-10-31 Discharge Date : 2012-11-07 History of Present Illness : HPI: Pt is a 71 y/o male with h/o dm2 , cad s/p cabg , DVT/PE on long term anti-coagulation , ulcerative colitis on Asacol presents with brbpr starting at 9am of the morning of admission .	[Coumadin | TREATMENT]	[2012-11-07 | DATE]	Before
237_SECTIME88	 He states he had onset of this pain today ; described as anterior chest pain with radiation to right shoulder , 09-26 , was increasing over the course of 45 minutes to 1 hour ( occurred after arrested ).Admission Date : 2016-03-31 Discharge Date : 2016-04-01 Service : MEDICINE History of Present Illness : 50 yo male , h/o CAD s/p stent to LAD in 2011 , Hypercholesterolemia , DM , cocaine abuse , presenting with chest pain .	[radiation to right shoulder | PROBLEM]	[2016-03-31 | DATE]	Before
631_SECTIME69	 Cardiology was consulted and aspirin and beta blocker added to his regimen , as well as chest wall nitroglycerin around the time of surgery , which was subsequently discontinued .7 on 10/23/97 .	[his regimen | TREATMENT]	[10/23/97 | DATE]	Before
786_SECTIME35	 Achest x-ray done at that time showed left pleural effusion and small right pleural effusion , not pulmonary edema and left lower lobe consolidations .ADMISSION DATE : 05/16/2004 DISCHARGE DATE : 05/26/2004 HISTORY OF THE PRESENT ILLNESS AND REASON FOR HOSPITALIZATION : 64-year-old G5P5 postmenopausal for 10 years with a history of two months of progressive abdominal distention , crampy abdominal pain , urinary frequency and diarrhea .	[Achest x-ray | TEST]	[05/26/2004 | DATE]	Before
1_Sectime9	 She went for a debridement of her left calf lesion on 10/2/93 and was started empirically on IV ceftriaxone which was changed to po doxycycline on the day of discharge .Admission Date : 09/29/1993 Discharge Date : 10/04/1993 HISTORY OF PRESENT ILLNESS : The patient is a 28-year-old woman who is HIV positive for two years .	[IV ceftriaxone | TREATMENT]	[10/04/1993 | DATE]	Before
298_TL35	 The patient is a 62-year-old female with a history of diabetes mellitus , hypertension , COPD , hypercholesterolemia , depression and CHF who was lying in bed on the night prior to admission when she developed left-sided chest pain located in the mid-breast region with some fluttering her chest . GI : The patient had an episode of nausea on the morning of 11/16/04 associated with some cough , apparent emesis .	[COPD | PROBLEM]	[11/16/04 | DATE]	Before
252_SECTIME131	 Hypertension - The patient had moderate control of her blood pressure throughout her admission .Admission Date : 2015-05-13 Discharge Date : 2015-05-20 Service : CME HISTORY OF PRESENT ILLNESS : This is a 104 year old female patient with a history of chronic obstructive pulmonary disease , coronary artery disease , hypertension and cerebrovascular accident who presents with shortness of breath and cough .	[her admission | OCCURRENCE]	[2015-05-20 | DATE]	Before
78_SECTIME151	 Fluids , electrolytes and nutrition : The patient did receive a significant amount of diuresis postoperatively and is well below his baseline with weight , most likely because of his inability to eat because of his stroke .Admission Date : 2016-12-30 Discharge Date : 2017-01-13 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : This is a 56 year old man with history of hypercholesterolemia and type II diabetes mellitus .	[his inability to eat | PROBLEM]	[2017-01-13 | DATE]	Before
293_SECTIME73	 The procedure performed was homograft replacement of the ascending aorta with omentopexy and an open chest .ADMISSION DATE : 08/24/1998 DISCHARGE DATE : 09/14/1998 ASSOCIATED PROCEDURES : 09/02/98 sternal debridement .	[an open chest | PROBLEM]	[09/14/1998 | DATE]	Before
342_TL90	 Gastrointestinal : Received phototherapy from 07-27 to 2013-07-28 for a peak bilirubin of 8	[a peak bilirubin | TEST]	[phototherapy | TREATMENT]	Before
607_SECTIME202	 Therefore , her insurance company was contacted regarding the potential of Flolan as a treatment .Admission Date : 2014-12-03 Discharge Date : 2014-12-18 Service : Medicine HISTORY OF PRESENT ILLNESS : The patient is a 52 - year-old female with no known cardiopulmonary history who presented with a chief complaint of dyspnea on exertion as well as exertional chest tightness which was acute-on-chronic .	[Flolan | TREATMENT]	[2014-12-18 | DATE]	Before
121_SECTIME201	 On 9/5/93 , hematocrit 48 , white blood count 11.ADMISSION DATE : 09-07-93 DISCHARGE DATE : 09-08-93 PATIENT DIED ON 9/8/93 .	[hematocrit | TEST]	[09-08-93 | DATE]	Before
127_SECTIME53	 Although an initial DRE showed only clot , he later passed a large , bloody bowel movement , and his bp nadired to the low 90's but rested there only transiently and easily rebounded to the 130's-140's with fluid ; he then went to angiography for a tagged RBC scan where they found and embolized two vessels to the sigmoid colon .Admission Date : 2012-10-31 Discharge Date : 2012-11-07 History of Present Illness : HPI: Pt is a 71 y/o male with h/o dm2 , cad s/p cabg , DVT/PE on long term anti-coagulation , ulcerative colitis on Asacol presents with brbpr starting at 9am of the morning of admission .	[showed | EVIDENTIAL]	[2012-11-07 | DATE]	Before
552_SECTIME63	 post-surgical change .Admission Date : 2009-03-27 Discharge Date : 2009-04-03 Service : GYNECOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 49-year-old gravida III , para II , who was sent from her primary care physician 's office secondary to lower abdominal pain .	[post-surgical change | PROBLEM]	[2009-04-03 | DATE]	Before
472_Sectime12	 Post-operatively , his course was complicated by respiratory distress necessitating an urgent return to the ICU and was intubated .Admission Date : 2017-06-16 Discharge Date : 2017-07-27 Service : MEDICINE History of Present Illness : Patient is a 58 year old male with a recent admission for abdominal pain s/p negative exploratory laparotomy for suspected intussuception now returns on day of discharge with fever and tachycardia .	[respiratory distress | PROBLEM]	[2017-06-16 | DATE]	Before
726_SECTIME49	 2) Right lower extremity cellulitis : The patient was evaluated by the Surgical Service who felt that the wound was clean with some erythema but without evidence of true cellulitis .Admission Date : 08/16/1998 Discharge Date : 08/18/1998 HISTORY OF PRESENT ILLNESS : The patient is an 88 year-old woman undergoing treatment for a right lower extremity cellulitis who was transferred from Child for worsening cellulitis and new confusion .	[true cellulitis | PROBLEM]	[08/18/1998 | DATE]	Before
203_SECTIME44	 A CBC and blood culture obtained on admission . Head ultrasound was performed on 2015-11-16 and was normal .	[CBC | TEST]	[2015-11-16 | DATE]	Before
482_SECTIME3	 Intubated for MS changes and lethargy and concern for airway protection .Admission Date : 2020-05-23 Discharge Date : 2020-05-29 Service : MEDICINE History of Present Illness : 64 F with breast CA s/p mastectomy 17 y ago with local recurrence leading to paralysis of L arm ~ 5-6 y ago .	[MS changes | PROBLEM]	[2020-05-23 | DATE]	Before
131_SECTIME113	 Staging evaluation included normal liver function tests , normal blood counts and normal chest x-ray .Admission Date : 01/05/1994 Discharge Date : 01/25/1994 HISTORY OF PRESENT ILLNESS : The patient is a 49 year old woman with a metastatic adenocarcinoma of the breast who is status post high dose chemotherapy with PBSE and CCSS support ending June 1994 .	[normal chest x-ray | TEST]	[01/05/1994 | DATE]	Before
446_SECTIME80	 She was also changed to intravenous Solu-Medrol 50 mg q.Admission Date : 06/19/1998 Discharge Date : 08/01/1998 HISTORY OF PRESENT ILLNESS : The patient is a 63 year-old woman transferred from Pre Health on June 19 , 1998 to the Verg Medical Center Intensive Care Unit for evaluation of thrombotic thrombocytopenic purpura and bronchiolitis obliterans organizing pneumonia .	[intravenous Solu-Medrol | TREATMENT]	[08/01/1998 | DATE]	Before
