id	sentence	e1_mention	e2_mention	relation
1164992863	In neurons , ATM interacts with and phosphorylates EZH2 at S734 , and S734 phosphorylation of EZH2 reduces PRC2 assembly , EZH2 stability , and cell death in neurons .  ATM mediated phosphorylation of EZH2 is critical for neurodegeneration in ataxia-telangiectasia , which is caused by ATMmutation .	[interacts | Binding]	[mediated | Positive_regulation]	E1 precedes E2
1990136017	Rab 23 binds to PSF ( Polypyrimidine tract binding protein ( PTB ) - associated splicing factor ) , a tumor suppressor ; PSF and VL30-1 RNA , a mouse retroelement noncoding RNA , are involved in reversible regulation of proto-oncogene transcription , cell proliferation , and tumorigenesis in a mouse model .  PSF represses transcription by binding with the proto-oncogene Rab23 ; the VL30-1 RNA binds with PSF to release it from Rab23 for activating transcription .	[binds | Binding]	[binds | Binding]	E1 precedes E2
1022269853	AMPK associates with and phosphorylates the autophagy initiating kinase ULK1  .  AMPK dependent phosphorylation of ULK1 may be important for autophagosome biogenesis since it is required for correct intracellular localization of mAtg9 , a putative membrane carrier protein .	[associates | Binding]	[phosphorylation | Positive_regulation]	E1 precedes E2
-926613788	To counteract this , a Ras like GTPase , Rheb ( Ras homolog enriched in brain ) , binds to GTP making it an effector of FKBP38 .  When Rheb-GTP binds FKBP38 , it is released from the mTORC1 complex , thereby nullifying its effects            .	[binds | Binding]	[binds | Binding]	E1 precedes E2
-492973076	The methyltransferase Set7 and 9 interacts with and methylates SIRT1 at Lys233 , Lys235 , Lys236 , and Lys238 of the N-terminal extension .  Although it is unclear whether methylation affects directly SIRT1 deacetylase activity , the interaction of Set7 and 9 with SIRT1 disrupts the binding of SIRT1 with p53 .	[interacts | Binding]	[binding | Binding]	E1 precedes E2
-1918266794	The methyltransferase Set7 and 9 interacts with and methylates SIRT1 at Lys233 , Lys235 , Lys236 , and Lys238 of the N-terminal extension .  Although it is unclear whether methylation affects directly SIRT1 deacetylase activity , the interaction of Set7 and 9 with SIRT1 disrupts the binding of SIRT1 with p53 .	[methylates | Positive_regulation]	[binding | Binding]	E1 precedes E2
-2030537952	SMAD2 and IKKalpha bind concurrently to the Snail1 promoter between -631 and -506 bp , resulting in Snail1 's upregulation .  HMGA2 cooperates in this complex as well , as the binding of HMGA2 to the Snail1 promoter increases SMAD binding .	[bind | Binding]	[binding | Binding]	E2 precedes E1
-1176401344	,   The first of these is the binding of Cdc25 to the GDP bound wt Ras to produce the ternary wt Ras-GDP-Cdc25 complex .  The formation of the ternary complex disrupts the binding interaction between wt Ras and GDP , resulting in release of the bound GDP to produce the wt Ras Cdc25 binary complex .  The second step is the binding of the cellularly abundant GTP to the wt Ras complexed with Cdc25 ; this binding expels the bound Cdc25 from wt Ras to produce GTP bound wt Ras .	[disrupts | Negative_regulation]	[binding | Binding]	E1 precedes E2
-316828104	EspG inhibits Arf GTPase activity by blocking GTPase activating protein ( GAP ) binding and thus GTP hydrolysis , while at the same time acting as an allosteric activator of PAK .  Both Arf and PAK interact with EspG simultaneously by binding to different surfaces of the effector protein .	[inhibits | Negative_activation]	[interact | Binding]	E2 precedes E1
-817284459	As mentioned above , the TSC2 and TSC1 complex suppresses mTORC1 by inactivating mTORC1 interacting protein , Rheb .  Upon PI3K activation , Akt phosphorylation of TSC2 destabilizes TSC2 and disrupts its interaction with TSC1 , thus abolishing the negative regulatory effect of TSC2 and TSC1 complex on mTORC1  ,   .	[complex | Binding]	[phosphorylation | Positive_regulation]	E2 precedes E1
1169099947	The TSC1 and TSC2 complex can negatively-regulate proliferation through mTORC1 inhibition and GSK-3beta activation .  GSK-3 can also interact with TSC1 and TSC2 by phosphorylating TSC2 and activating it .	[complex | Binding]	[interact | Positive_regulation]	E1 precedes E2
-1976974993	MP-1 interacts specifically with MEK1 and ERK1 , enhances their interaction and recruits these complexes to late endosomes .  MP and 1 complex is anchored to the endosomal membrane by means of binding to the late-endosomal resident proteins , p14 and p18     .	[interacts | Binding]	[binding | Binding]	E1 precedes E2
-779768147	Early in G1 , unphosphorylated Rb proteins bind to the E2F family of proteins and inactivate their function .  During G1 , the Rb proteins are inactivated by phosphorylation by Cdk4 and 6-cyclinD complexes , thereby allowing the transcription of E2F dependent gene , including cyclin E. Upregulated cyclin E forms a complex with cdk2 , that mediates the hyperphosphorylation of the Rb proteins , an essential requirement for the G1 and S transition .	[bind | Binding]	[mediates | Positive_regulation]	E1 precedes E2
-814657737	STAT-1 also binds the MDM2 promoter , repressing its expression             .  This repression enhances the stability and activity of p53 , which may otherwise be bound and inactivated by MDM2 ( see further discussion below in the p53 section ) .	[binds | Binding]	[bound | Binding]	E1 precedes E2
1804916456	TET2 and 3 directly interact with OGT .  TET2 promotes OGT activity and facilitates OGT dependent histone modification .	[interact | Binding]	[promotes | Positive_activation]	E1 precedes E2
-1462627247	Similarly with IKKalpha and beta , RSK2 phosphorylates IkappaBalpha at serine 32 in vitro and ex vivo .  RSK2 mediated IkappaBalpha phosphorylation promotes the ubiquitination of IkappaBalpha , resulting in induction of p65 and p50 nuclear localization , NF-kappaB DNA binding , and transcriptional activity .	[phosphorylates | Positive_regulation]	[promotes | Positive_regulation]	E1 precedes E2
-1934238368	Inside the cells , NF-kappaB is normally bound to the inhibitory protein Ikappa-Balpha in the cytoplasm .  ROS activate NF-kappaB by rapid phosphorylation , ubiquitination , and subsequent proteasomal degradation of the inhibitory protein Ikappa-Balpha .	[bound | Binding]	[degradation | Negative_activation]	E1 precedes E2
-1543951897	When the cells enter the S phase , cyclin A binds to CDK2 and promotes the phosphorylation of many proteins involved in DNA synthesis .  Prophase is then initiated after cyclin A binds to CDK1 .	[binds | Binding]	[binds | Binding]	E1 precedes E2
1946276011	p53 reactivation upregulates p21 expression , a CDK inhibitor .  p21 binds and inactivates Cyclin B and CDK2 and causes G2 and M cell cycle arrest in response to PIs .	[upregulates | Positive_activation]	[binds | Binding]	E1 precedes E2
-1480428041	JNK interacts with SIRT1 upon oxidative stress , phosphorylates SIRT1 at Ser27 , Ser47 , and Thr530 , thereby enhancing its nuclear localization ( Nasrin et al. ,     ) .  Furthermore these phosphorylations increase the enzymatic activity of SIRT1 in a substrate specific manner with histone H3 , but not p53 , becoming a better substrate .	[interacts | Binding]	[increase | Positive_activation]	E1 precedes E2
-135181432	The TSC1 and TSC2 complex can negatively regulate proliferation through mTORC1 inhibition and GSK-3beta activation .  GSK-3 can also interact with TSC1 and TSC2 by phosphorylating TSC2 and activating it .	[complex | Binding]	[interact | Positive_regulation]	E1 precedes E2
-1041102833	The regulation of p53 acetylation by MOF and MOZ has not been as well studied as that for p300 and CBP , PCAF and Tip60 .  MOF is positively regulated toward p53 thru its interaction with MSL1v1 , which stabilizes the MOF and p53 complex and facilitates p53-K120 acetylation  .	[acetylation | Positive_regulation]	[complex | Binding]	E2 precedes E1
-141950665	The TSC1 and TSC2 complex can negatively-regulate proliferation through mTORC1 inhibition and GSK-3beta activation .  GSK-3 can also interact with TSC1 and TSC2 by phosphorylating TSC2 and activating it .	[complex | Binding]	[interact | Binding]	E1 precedes E2
-212112522	Bim is sequestered by dynein cytoskeletal complexes when cells are attached to ECM .  Cell detachment induces release of Bim from these complexes and causes its translocation to the mitochondria , where it interacts with Bcl-xL , neutralizing its prosurvival function .	[sequestered | Positive_activation]	[interacts | Binding]	E1 precedes E2
820760419	The MAPK pathway can also be stimulated by phosphorylation of RAF by RAS , which in turn phosphorylates and activates MAPK kinases 1 and 2 ( MEK1 and MEK2 ) , which then phosphorylate and activate ERK1 and ERK2 .  Activated ERK1 and 2 phosphorylates numerous transcription factors that control gene expression such as ELK1 , FOS , and c-JUN .	[phosphorylate | Positive_regulation]	[Activated | Positive_activation]	E1 precedes E2
-1228746364	AKT can interact with PIP3 , followed by a phosphorylation of AKT at Threonin308 by phosphoinosite dependent protein kinase-1 ( PDK1 ) .  To develop its full activity , AKT is phosphorylated at a second amino acid , Serine 473 , by the mammalian target of rapamycin complex 2 ( mTORC2 ) .	[interact | Binding]	[phosphorylated | Positive_regulation]	E1 precedes E2
-1028844881	XAF1 binds to XIAP and subsequently activates XIAP 's ubiquitin protein isopeptide ligase ( E3 ) activity to catalyze survivin ubiquitination .  Activation of HER2 and ERK was shown to reduce the formation of the XIAP and XAF1 complex , which catalyses ubiquitin dependent degradation of survivin , leading to an increase in survivin protein stability .	[catalyze | Positive_regulation]	[degradation | Negative_activation]	E1 precedes E2
474273569	To further determine if interaction between Ras and Gal-3 affects Ras activity , we examined the effects of manipulating Gal-3 expression on Ras activity .  As shown in          , down regulation of Gal-3 in Panc-1 and MPan96 cells ( A3 ) decreased Ras activity using the Ras-GTP assay , while overexpression of Gal3 in BXPC-3 cells increased Ras GTP activity .	[interaction | Binding]	[increased | Positive_activation]	E1 precedes E2
776772990	GTP bound Ras interacts with and translocates the serine and threonine protein kinase Raf to the plasma membrane , where Raf becomes activated .  Activated Raf phosphorylates and activates the dual specificity mitogen activated protein kinase ( MAPK ) MEK , which in turn stimulates the ERK subset of MAPKs : extracellular related kinase ( ERK ) 1 and ERK2 .	[interacts | Binding]	[Activated | Positive_activation]	E1 precedes E2
1894448608	"Upon SFK mediated tyrosine phosphorylation of CDCP1 , PKCdelta forms a complex with CDCP1 and SFKs , is phosphorylated by SFKs and activated , leading to anoikis resistance .  Interestingly , CDCP1 phosphorylation by SFKs further activates SFKs and enhances metastasis in melanoma , indicating a "" feed-forward loop "" to maintain elevated activity of SFKs during tumor progression although the cause of the initial activation of SFKs is not clear ."	[forms a complex | Binding]	[phosphorylation | Positive_regulation]	E1 precedes E2
214461308	Therefore , Blandino 's group described the PML tumor suppressor protein as a mediator of the YAP and p73 complex ( Strano et al. ,     ) .  Furthermore , they demonstrated that PML was a direct transcriptional target of p73 and YAP , showing that PML transcriptional activation by p73 and YAP is under the negative control of the proto-oncogenic Akt and PKB kinase           .	[complex | Binding]	[target | Binding]	E1 precedes E2
1050658098	While PAK phosphorylates and inhibits Merlin , there is also an important inhibitory feedback mechanism from Merlin to PAK .  Group I PAKs are downstream targets of Merlin .	[phosphorylates | Positive_regulation]	[targets | Binding]	E1 precedes E2
967501506	( I ) C-terminal acetylation of p53 by p300 and CBP and PCAF promotes an open conformation of p53 by preventing the occlusion of the DNA binding domain by the C-terminal tail .  This enhances p53 transcriptional activity , leading to growth arrest and and or apoptosis ; ( II ) Interactions of MYST HATs with the central domain of p53 containing K120 .	[acetylation | Positive_regulation]	[enhances | Positive_activation]	E1 precedes E2
-268309035	Translocation of HK2 from the cytosol to the mitochondria is regulated through phosphorylation of HK by Akt ; HK2 only binds VDAC after phosphorylation by Akt .  Glycogen synthase kinase 3 beta ( GSK3beta ) , a major target of Akt kinases , phosphorylates VDAC [   -   ] and dissociates HK .	[binds | Binding]	[phosphorylates | Positive_regulation]	E1 precedes E2
510020579	Neurofibromin inactivates Ras by accelerating the conversion of active Ras-GTP to inactive GDP bound Ras with its Ras-GTPase activity .  Consequently , neurofibromin suppresses activation of the downstream effectors of Ras , including PI3K , Akt , mTOR , S6 kinase and RAF , MEK , ERK as well as RAC1 and PAK1 .	[bound | Binding]	[suppresses | Negative_activation]	E1 precedes E2
-1806873356	DNMT1 physically interacts with acetyltransferase Tip60 , herpesvirus associated ubiquitin specific protease ( HAUSP ) , ubiquitin like containing PHD and RING finger domains 1 ( UHRF1 ) , HDAC1 and PCNA on chromatin .  Tip60 promotes acetylation of DNMT1 , which triggers ubiquitination by the E3 ligase UHRF1 , thereby targeting DNMT1 for proteasomal degradation during late S phase .	[interacts | Binding]	[promotes | Positive_regulation]	E1 precedes E2
-1939142263	GSK-3beta can then phosphorylate beta-catenin on S33 , S37 and T41 .  The Axin and GSK -3 / CK1 and APC complex induces the degradation of beta-catenin .	[phosphorylate | Positive_regulation]	[induces | Negative_activation]	E1 precedes E2
1685250540	Binding of Sema4D to plexin-B1 stimulates the intrinsic tyrosine kinase activity of ErbB2 , resulting in the phosphorylation of both receptors .  ErbB2 mediated phosphorylation of plexin-B1 is important for Sema4D induced activation of RhoA through PDZ-RhoGEF .	[Binding | Binding]	[mediated | Positive_regulation]	E1 precedes E2
1771944061	Z36 can competitively inhibit the interaction between Bcl-xL and Beclin 1 in vitro , and thus it is likely that Z36 induces autophagy by blocking the interaction between Bcl-xL and Bcl -2 and Beclin 1 .  Bcl-2 phosphorylation resulted in increased dissociation of the Bcl-2-Beclin 1 complex and increased Beclin 1 dependent autophagy .	[interaction | Binding]	[increased | Positive_activation]	E1 precedes E2
-839790725	Notes : Nrf2 tightly binds to homodimeric Keap1 through interaction of the ETGE and DLG motifs within the Neh2 domain and either one of the double-glycine repeat ( DGR ) sites of Keap1 .  This configuration facilitates polyubiquitination of Nrf2 by Cullin3 and Rbx1 .	[binds | Binding]	[polyubiquitination | Positive_regulation]	E1 precedes E2
-1528536314	We provide evidence and a model         illustrating how oncogenic , activated Ras can increase the DNA binding and transcription function of SAF-1 / MAZ transcription factor , a transcriptional regulator of VEGF .  In turn , high level of SAF-1 / MAZ , that is present in the breast cancer cells , increases Ras gene expression allowing more SAF-1 / MAZ activation by activating MAP kinase pathway .	[increase | Positive_regulation]	[activation | Positive_activation]	E1 precedes E2
862079609	Unphosphorylated 4E-BP1 interacts with the cap binding protein eIF4E and prevents the formation of the 4F translational initiation complex ( eIF4F ) ; by competing for the binding of eukaryotic initiation factor 4G ( eIF4G ) to eIF4E .  4E-BP1 phosphorylation by mTORC1 results in the release of the eIF4E , which then associates with eIF4G to stimulate translation initiation [ - ,   -   ] .	[interacts | Binding]	[associates | Binding]	E1 precedes E2
1876702925	In the on state , cytoplasmic Rtg2 disengages the Rtg1 and Rtg -3 complex through a dephosphorylation of Rtg3 .  The Rtg1 and Rtg3 proteins then individually enter the nucleus where Rtg3 binds to R box sites , Rtg1 reengages Rtg3 , and transcription and signaling commences for multiple energy and anti-apoptotic related genes and proteins to include MYC , TOR , p53 , Ras , CREB , NFkB , and CHOP [   ,   ,   ,   -   ] .	[complex | Binding]	[binds | Binding]	E1 precedes E2
2008445441	The PI3KC2beta and Ras complex may then translocate to distal sites such as early endosomes ( EE ) where ITSN1 then binds to PI3KC2beta leading to the release of nucleotide-free Ras and activation of the lipid kinase activity of PI3KC2beta .  In addition , once released from the ITSN1 and PI3KC2beta complex , Ras binds GTP resulting in Ras activation and recruitment of effectors , e.g. , Raf , Class I PI3Ks , etc. .	[complex | Binding]	[complex | Binding]	E1 precedes E2
1787565457	ATRIP binds to RPA coated ssDNA and thereby results in the recruitment of ATR to the DNA lesion .  Although the association of the ATR and ATRIP complex with RPA coated ssDNA is required , it is insufficient to increase ATR derived kinase activity .	[binds | Binding]	[complex | Binding]	E1 precedes E2
1020384486	In addition to HIPK2 and D2 , WSB1 also binds to the interleukin-21 receptor ( IL-21R ; Nara et al. ,     ) .  However , instead of promoting its degradation , WSB1 inhibits the degradation of the mature form of IL-21R ( Nara et al. ,     ) .	[binds | Binding]	[inhibits | Positive_activation]	E1 precedes E2
892744619	The formation of the ternary complex disrupts the binding interaction between wt Ras and GDP , resulting in release of the bound GDP to produce the wt Ras Cdc25 binary complex .  The second step is the binding of the cellularly abundant GTP to the wt Ras complexed with Cdc25 ; this binding expels the bound Cdc25 from wt Ras to produce GTP bound wt Ras .	[interaction | Binding]	[bound | Binding]	E1 precedes E2
745815343	Nuclear Gal-3 is phosphorylated by CK1 ( p-Gal-3 ) and transported to the cytosol     .  p-Gal-3 is then recruited to the plasma membrane ( PM ) where it interacts with K-Ras .	[phosphorylated | Positive_regulation]	[interacts | Binding]	E1 precedes E2
-1390344458	PIP3 binds to Akt and then translocates to the plasma membrane where Akt is activated by phosphorylation .  Activated Akt phosphorylates its substrates including the serine and threonine kinase mTOR which then phosphorylates S6 kinases ( S6K ) and inhibits 4E-BP , leading to increased protein translation as well as other targets that regulate cell division and apoptosis     .	[binds | Binding]	[phosphorylates | Positive_regulation]	E1 precedes E2
702509144	However , there is a line of evidence that HIF-1 can also impair p53 activity , through the downregulation of the tumor suppressor homeodomain interacting protein kinase-2 ( HIPK2 ) .  HIPK2 phosphorylates p53 at serine 46 in response to DNA damage and subsequently activates its apoptotic function .	[impair | Negative_activation]	[phosphorylates | Positive_regulation]	E1 precedes E2
-2034165280	Under hypoxia , HIF1 induces the transcription of KLHL20 , increasing its accumulation into PML-NBs .  In this scenario , two different post-translational modifications of PML make possible its interaction with KLHL20 : first , PML isoform I ( PML-I ) is phosphorylated on serine 518 by CDK1 and CDK2 .	[induces | Positive_activation]	[interaction | Binding]	E1 precedes E2
-1460836508	G protein coupled receptors ( GPCRs ) and receptor tyrosine kinases ( RTKs ) , when activated by ligand , promote guanine nucleotide exchange to form activated Ras and GTP complex .  Neurofibromin inactivates Ras by accelerating the conversion of active Ras-GTP to inactive GDP bound Ras with its Ras-GTPase activity .	[complex | Binding]	[inactivates | Negative_regulation]	E1 precedes E2
-421126264	mTOR phosphorylates and activates the translational machinery proteins : eukaryotic translation initiation factor 4E- ( eIF-4E - ) binding protein ( 4E-BP1 ) and p70 S6 kinase .  Upon phosphorylation , 4E-BP1 no longer interacts with and represses eIF-4E , and p70 S6  phosphorylates and activates the 40 S ribosomal protein .	[phosphorylates | Positive_regulation]	[interacts | Binding]	E1 precedes E2
2023479939	Through ERalpha and ERbeta , estrogen differentially affects Nrf2 activation , and hence it has been shown that estrogen inhibits Nrf2 activity , resulting in augmented genotoxicity .  This inhibition can result from physical interactions between ERalpha and Nrf2 ,    from competitive binding of ERalpha and the histone deacetylase SIRT1 to the promoter of Nrf2 inducible genes like NQO1 ,   or from interference with p300 recruitment leading to histone acetylation of Nrf2 target genes .	[inhibits | Negative_activation]	[interactions | Binding]	E2 precedes E1
776407586	Akt interacts with Raf and phosphorylates it at Ser259 .  Furthermore , phosphorylation of Raf by Akt inhibits activation of the Raf-MEK-ERK signaling pathway and has been shown to alter the cellular response in a human breast cancer cell line from cell cycle arrest to proliferation .	[interacts | Binding]	[phosphorylation | Positive_regulation]	E1 precedes E2
-1892760894	For example , it has been reported that Grb2 and Shc bind to activated EGFR via their phosphotyrosine residues and function as adaptors of downstream signaling .  They are recruited to endosomes during stimulation by EGF where they form complexes with endocytosed EGFR and activate Ras signaling ( see the list of references for EGFR Pathway Map ) .	[bind | Binding]	[recruited | Positive_regulation]	E2 precedes E1
-2098025684	In particular , RLIP76 binding to R-Ras was direct and specific for the GTP bound form of R-Ras .	[binding | Binding]	[bound | Binding]	E2 precedes E1
779746365	Ras has been suggested as an initial component in common between integrin- and growth factor mediated MAP  kinase signaling pathways .  Therefore , we speculated that  the ability of PTEN inhibit both integrin- and growth factor mediated MAP kinase signaling pathways might be  due to PTEN inhibiting Ras activation .	[inhibit | Negative_activation]	[inhibiting | Negative_activation]	E2 precedes E1
1303117201	Two lines of our evidence shown here support the proposed model that PLC-gamma , after being activated upon antigen receptor engagement , generates DAG in the plasma membrane , thereby facilitating membrane recruitment of RasGRPs and its subsequent interaction with Ras .	[recruitment | Binding]	[interaction | Binding]	E1 precedes E2
392696276	Studies performed in rat embryonic hippocampal cells indicated that PKCzeta can phosphorylate the Raf kinase inhibitory protein ( RKIP ) resulting in dissociation of the Raf1 and RKIP complex ( Corbit et al. ) .	[phosphorylate | Positive_regulation]	[complex | Binding]	E1 precedes E2
-461383938	In response to mitogenic stimulation , the KSR and MEK complex is recruited from the cytosol to the cell membrane , where it can now interact with activated Raf-1 and ERK to facilitate the signal flux through the kinase module Raf -- > MEK -- > ERK .	[complex | Binding]	[interact | Binding]	E1 precedes E2
-1248639612	Yang et al. also implicated a role for ERK in the regulation of FOXO3a by Mdm2 and provide evidence that FOXO3a phosphorylation by ERK through an unknown mechanism induces Mdm2 binding to FOXO3a     .	[phosphorylation | Positive_regulation]	[binding | Binding]	E1 precedes E2
1754405446	In this complex , DNA bound REST interacts with Sin3 and CoREST , each of which bind HDAC1 and HDAC2 to repress transcription .	[interacts | Binding]	[bind | Binding]	E1 precedes E2
651279506	In Drosophila , SMRTER interacts with the beta-propeller protein Ebi and TBL1 , which binds to HDAC3 and deacetylates histones associated with Snail target genes , leading to their transcriptional repression in the embryonic mesoderm .	[interacts | Binding]	[binds | Binding]	E1 precedes E2
2013035933	The human papilloma oncoprotein E7 directly interacts with PML and blocks PML mediated cellular senescence .	[interacts | Binding]	[blocks | Negative_activation]	E1 precedes E2
732344550	E2F is a transcription factor that targets the cyclin E gene and upregulates it .  The cyclin E gene product binds to CDK2 and forms the cyclinE-CDK2 holoenzyme , which then completes the phosphorylation and inactivation of RB .	[upregulates | Positive_activation]	[binds | Binding]	E1 precedes E2
1440777018	The p53 pathway is generally activated by DNA damage , which results in phosphorylation of p53 by ATM or CHK2 at sites near MDM2 and MDM4 binding .  MDM2 or MDM4 are released , and the CKI p21 then binds to p53 .	[results | Positive_regulation]	[binds | Binding]	E1 precedes E2
-840996049	The p53 pathway is generally activated by DNA damage , which results in phosphorylation of p53 by ATM or CHK2 at sites near MDM2 and MDM4 binding .  MDM2 or MDM4 are released , and the CKI p21 then binds to p53 .	[activated | Positive_activation]	[binds | Binding]	E1 precedes E2
-1186598706	When stable ( most often as a result of phosphorylation via ATM kinase ) , p53 acts to up-regulate p21 , which then binds to the cyclinE and CDK2 complex          .	[up-regulate | Positive_regulation]	[binds | Binding]	E1 precedes E2
-16806472	When eIF4E is bound to 4E-BP1 it is prevented from joining the translation initiation complex but upon phosphorylation by mTOR , 4E-BP1 releases eIF4E which is then phosphorylated by p70S6K and can join the active initiation complex   .	[bound | Binding]	[phosphorylated | Positive_regulation]	E1 precedes E2
32070322	When eIF4E is bound to 4E-BP1 it is prevented from joining the translation initiation complex but upon phosphorylation by mTOR , 4E-BP1 releases eIF4E which is then phosphorylated by p70S6K and can join the active initiation complex   .	[bound | Binding]	[releases | Positive_regulation]	E1 precedes E2
-853367304	eEF2 is phosphorylated and inactivated by eEF2 kinase ( eEF2K ) which is , in turn , phosphorylated and inactivated by p70S6K as a result of mTOR activity         .	[phosphorylated | Positive_regulation]	[inactivated | Negative_regulation]	E2 precedes E1
-1750518737	CAMK phosphorylates and activates ERK , and ERK phosphorylates and inactivates p27 .	[phosphorylates | Positive_regulation]	[inactivates | Negative_regulation]	E1 precedes E2
